"r2a" "r1a" "recomb" "tcontig.x" "tcontig.y"
"2147331" "tscaffold3771_56233_61227__1080" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp7067_c0_seq1"
"2147333" "tscaffold3771_56233_61227__1080" "scaffold59877.1_11539_16916__1680" "9.5367431640625e-07" "comp9553_c0_seq1" "comp7067_c0_seq1"
"2147334" "tscaffold3771_56233_61227__1080" "scaffold332534.3_34891_41178__1232" "0.011962890625" "comp25728_c1_seq1" "comp7067_c0_seq1"
"2147344" "tscaffold3771_56233_61227__1080" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp7067_c0_seq1"
"2147349" "tscaffold3771_56233_61227__1080" "scaffold595989_45330_60903__4235" "9.5367431640625e-07" "comp12654_c0_seq1" "comp7067_c0_seq1"
"2147368" "tscaffold3771_56233_61227__1080" "scaffold332534.3_30688_34679__1555" "9.5367431640625e-07" "comp64053_c0_seq1" "comp7067_c0_seq1"
"2147417" "tscaffold3771_56233_61227__807" "scaffold332534.3_21273_29861__8312" "0.129647288602941" "comp15427_c1_seq1" "comp7067_c0_seq1"
"2147444" "tscaffold3771_56233_61227__807" "scaffold897334.2_1_5473__4817" "0.021616945984543" "comp51036_c0_seq1" "comp7067_c0_seq1"
"2147465" "tscaffold3771_56233_61227__807" "scaffold111047_18861_22501__1901" "0.0211644222861842" "comp6762_c0_seq1" "comp7067_c0_seq1"
"2248926" "tscaffold4096_133307_138634__3354" "scaffold332534.3_21273_29861__7675" "9.5367431640625e-07" "comp15427_c1_seq1" "comp3065_c0_seq1"
"2249127" "tscaffold4096_133307_138634__3354" "scaffold688345_11013_19047__2492" "0.195995949332978" "comp15462_c0_seq1" "comp3065_c0_seq1"
"2249332" "tscaffold4096_133307_138634__3354" "scaffold183037_90428_98361__7521" "0.241246234939759" "comp6247_c0_seq1" "comp3065_c0_seq1"
"2249478" "tscaffold4096_133307_138634__3354" "scaffold897334.2_1_5473__4877" "0.0225830078125" "comp51036_c0_seq1" "comp3065_c0_seq1"
"2249542" "tscaffold4096_133307_138634__3354" "tscaffold1962_233534_237733__1140" "9.5367431640625e-07" "comp60064_c0_seq1" "comp3065_c0_seq1"
"2249653" "tscaffold4096_133307_138634__3354" "scaffold538852_18570_25748__1369" "0.294387335526316" "comp4866_c0_seq1" "comp3065_c0_seq1"
"2249768" "tscaffold4096_133307_138634__3354" "scaffold538852_18570_25748__1226" "0.294387335526316" "comp4866_c0_seq1" "comp3065_c0_seq1"
"2249848" "tscaffold4096_133307_138634__3354" "C32571330_91426_100731__4451" "9.5367431640625e-07" "comp7786_c0_seq1" "comp3065_c0_seq1"
"2250138" "tscaffold4096_133307_138634__3354" "scaffold439972_44757_54082__6645" "9.5367431640625e-07" "comp4835_c0_seq1" "comp3065_c0_seq1"
"2250307" "tscaffold4096_133307_138634__3354" "C32121468_10449_15586__2775" "9.5367431640625e-07" "comp27438_c0_seq1" "comp3065_c0_seq1"
"2250374" "tscaffold4096_133307_138634__3354" "C32121468_10449_15586__3017" "9.5367431640625e-07" "comp27438_c0_seq1" "comp3065_c0_seq1"
"2250564" "tscaffold4096_133307_138634__3354" "scaffold502543_20314_28188__5868" "9.5367431640625e-07" "comp2237_c0_seq1" "comp3065_c0_seq1"
"2279959" "tscaffold4199_29349_42130__4886" "C32549516_106128_111892__2346" "0.011962890625" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2279963" "tscaffold4199_29349_42130__4886" "scaffold33366_171824_176354__1335" "9.5367431640625e-07" "comp93351_c0_seq1" "comp4147_c0_seq1"
"2279972" "tscaffold4199_29349_42130__4886" "C32549516_106128_111892__2220" "0.0362489999058735" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2279973" "tscaffold4199_29349_42130__4886" "scaffold897334.2_1_5473__5199" "9.5367431640625e-07" "comp51036_c0_seq1" "comp4147_c0_seq1"
"2279977" "tscaffold4199_29349_42130__4886" "scaffold439972_44757_54082__6003" "9.5367431640625e-07" "comp4835_c0_seq1" "comp4147_c0_seq1"
"2279985" "tscaffold4199_29349_42130__4886" "scaffold59877.1_11539_16916__3615" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2279989" "tscaffold4199_29349_42130__4886" "scaffold59877.1_11539_16916__3510" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2279998" "tscaffold4199_29349_42130__4886" "C31343970_1_2364__634" "0.252403846153846" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280007" "tscaffold4199_29349_42130__4886" "scaffold502543_20314_28188__5787" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280014" "tscaffold4199_29349_42130__4886" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280024" "tscaffold4199_29349_42130__4886" "scaffold502543_20314_28188__2420" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280028" "tscaffold4199_29349_42130__4886" "scaffold59877.1_11539_16916__2480" "0.24501329787234" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280039" "tscaffold4199_29349_42130__4886" "scaffold332534.3_34891_41178__1900" "9.5367431640625e-07" "comp25728_c1_seq1" "comp4147_c0_seq1"
"2280043" "tscaffold4199_29349_42130__4886" "scaffold439972_44757_54082__6536" "9.5367431640625e-07" "comp4835_c0_seq1" "comp4147_c0_seq1"
"2280051" "tscaffold4199_29349_42130__4886" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280057" "tscaffold4199_29349_42130__4886" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280059" "tscaffold4199_29349_42130__4886" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280070" "tscaffold4199_29349_42130__4886" "scaffold33366_171824_176354__1842" "9.5367431640625e-07" "comp93351_c0_seq1" "comp4147_c0_seq1"
"2280076" "tscaffold4199_29349_42130__4886" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280082" "tscaffold4199_29349_42130__4886" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280084" "tscaffold4199_29349_42130__4886" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280085" "tscaffold4199_29349_42130__4886" "scaffold59877.1_11539_16916__3867" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280091" "tscaffold4199_29349_42130__4886" "scaffold502543_20314_28188__2075" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280098" "tscaffold4199_29349_42130__4886" "scaffold332534.3_30688_34679__1555" "9.5367431640625e-07" "comp64053_c0_seq1" "comp4147_c0_seq1"
"2280099" "tscaffold4199_29349_42130__4886" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280114" "tscaffold4199_29349_42130__4886" "scaffold111047_18861_22501__2573" "0.0108110981602823" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280116" "tscaffold4199_29349_42130__4886" "scaffold595989_45330_60903__10364" "0.0114218971946023" "comp12654_c0_seq1" "comp4147_c0_seq1"
"2280124" "tscaffold4199_29349_42130__4886" "scaffold502543_20314_28188__1926" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280130" "tscaffold4199_29349_42130__4886" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280131" "tscaffold4199_29349_42130__4886" "scaffold332534.3_21273_29861__8457" "0.0114218971946023" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280137" "tscaffold4199_29349_42130__4886" "scaffold111047_18861_22501__2706" "0.0116861032885174" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280144" "tscaffold4199_29349_42130__4886" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280153" "tscaffold4199_29349_42130__4886" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp4147_c0_seq1"
"2280161" "tscaffold4199_29349_42130__4886" "scaffold59877.1_11539_16916__1680" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280169" "tscaffold4199_29349_42130__4886" "tscaffold3771_56233_61227__1080" "9.5367431640625e-07" "comp7067_c0_seq1" "comp4147_c0_seq1"
"2280176" "tscaffold4199_29349_42130__4886" "C31343970_1_2364__1126" "0.247647849462366" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280177" "tscaffold4199_29349_42130__4886" "scaffold502543_20314_28188__2262" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280178" "tscaffold4199_29349_42130__4886" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280188" "tscaffold4199_29349_42130__4886" "tscaffold2836_177212_179835__1572" "0.0334391276041667" "comp26296_c0_seq1" "comp4147_c0_seq1"
"2280210" "tscaffold4199_29349_42130__4886" "tscaffold2836_177212_179835__1398" "0.0124037000868056" "comp26296_c0_seq1" "comp4147_c0_seq1"
"2280211" "tscaffold4199_29349_42130__4886" "scaffold502543_20314_28188__5362" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280213" "tscaffold4199_29349_42130__4886" "scaffold502543_20314_28188__2665" "0.0225830078125" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280223" "tscaffold4199_29349_42130__4886" "scaffold111047_18861_22501__1676" "0.0233665288880814" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280238" "tscaffold4199_29349_42130__4886" "scaffold418329_120140_125281__98" "0.0116861032885174" "comp19776_c1_seq1" "comp4147_c0_seq1"
"2280242" "tscaffold4199_29349_42130__4886" "tscaffold3771_245964_253535__3091" "0.02510986328125" "comp7067_c0_seq1" "comp4147_c0_seq1"
"2280251" "tscaffold4199_29349_42130__4886" "scaffold595989_45330_60903__4235" "9.5367431640625e-07" "comp12654_c0_seq1" "comp4147_c0_seq1"
"2280256" "tscaffold4199_29349_42130__4886" "scaffold897334.2_1_5473__4321" "0.0248013720100309" "comp51036_c0_seq1" "comp4147_c0_seq1"
"2280262" "tscaffold4199_29349_42130__4886" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp4147_c0_seq1"
"2280277" "tscaffold4199_29349_42130__4886" "scaffold332534.3_30688_34679__430" "9.5367431640625e-07" "comp64053_c0_seq1" "comp4147_c0_seq1"
"2280283" "tscaffold4199_29349_42130__4886" "scaffold59877.1_11539_16916__1616" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280286" "tscaffold4199_29349_42130__4886" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp4147_c0_seq1"
"2280289" "tscaffold4199_29349_42130__4886" "scaffold502543_20314_28188__1968" "0.0106967357878989" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280295" "tscaffold4199_29349_42130__4886" "scaffold332534.3_21273_29861__6853" "0.01116943359375" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280320" "tscaffold4199_29349_42130__4886" "scaffold558727_93195_97037__3165" "9.5367431640625e-07" "comp6329_c0_seq1" "comp4147_c0_seq1"
"2280326" "tscaffold4199_29349_42130__4886" "scaffold332534.3_30688_34679__1507" "9.5367431640625e-07" "comp64053_c0_seq1" "comp4147_c0_seq1"
"2280327" "tscaffold4199_29349_42130__4886" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp4147_c0_seq1"
"2280328" "tscaffold4199_29349_42130__4886" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280329" "tscaffold4199_29349_42130__4886" "tscaffold3771_56233_61227__1043" "9.5367431640625e-07" "comp7067_c0_seq1" "comp4147_c0_seq1"
"2280352" "tscaffold4199_29349_42130__4886" "scaffold897334.2_1_5473__5059" "9.5367431640625e-07" "comp51036_c0_seq1" "comp4147_c0_seq1"
"2280360" "tscaffold4199_29349_42130__4886" "tscaffold1192_33770_41887__2706" "9.5367431640625e-07" "comp33268_c0_seq1" "comp4147_c0_seq1"
"2280362" "tscaffold4199_29349_42130__4886" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280364" "tscaffold4199_29349_42130__4886" "scaffold332534.3_34891_41178__1232" "0.0106967357878989" "comp25728_c1_seq1" "comp4147_c0_seq1"
"2280386" "tscaffold4199_29349_42130__4886" "C32549516_106128_111892__4388" "0.0106967357878989" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280394" "tscaffold4199_29349_42130__5930" "scaffold59877.1_11539_16916__1680" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280417" "tscaffold4199_29349_42130__5930" "scaffold111047_18861_22501__1676" "0.0242066900414157" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280420" "tscaffold4199_29349_42130__5930" "scaffold59877.1_11539_16916__3615" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280426" "tscaffold4199_29349_42130__5930" "scaffold33366_171824_176354__1335" "9.5367431640625e-07" "comp93351_c0_seq1" "comp4147_c0_seq1"
"2280430" "tscaffold4199_29349_42130__5930" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280432" "tscaffold4199_29349_42130__5930" "scaffold595989_45330_60903__4235" "9.5367431640625e-07" "comp12654_c0_seq1" "comp4147_c0_seq1"
"2280447" "tscaffold4199_29349_42130__5930" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280451" "tscaffold4199_29349_42130__5930" "scaffold59877.1_11539_16916__3510" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280456" "tscaffold4199_29349_42130__5930" "scaffold332534.3_34891_41178__1232" "0.01104736328125" "comp25728_c1_seq1" "comp4147_c0_seq1"
"2280458" "tscaffold4199_29349_42130__5930" "scaffold897334.2_1_5473__4321" "0.0257505759214744" "comp51036_c0_seq1" "comp4147_c0_seq1"
"2280464" "tscaffold4199_29349_42130__5930" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280473" "tscaffold4199_29349_42130__5930" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp4147_c0_seq1"
"2280475" "tscaffold4199_29349_42130__5930" "scaffold332534.3_21273_29861__8457" "0.0118228687959559" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280481" "tscaffold4199_29349_42130__5930" "scaffold332534.3_30688_34679__1555" "9.5367431640625e-07" "comp64053_c0_seq1" "comp4147_c0_seq1"
"2280492" "tscaffold4199_29349_42130__5930" "tscaffold2836_177212_179835__1398" "9.5367431640625e-07" "comp26296_c0_seq1" "comp4147_c0_seq1"
"2280495" "tscaffold4199_29349_42130__5930" "scaffold502543_20314_28188__1926" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280502" "tscaffold4199_29349_42130__5930" "scaffold897334.2_1_5473__5199" "9.5367431640625e-07" "comp51036_c0_seq1" "comp4147_c0_seq1"
"2280514" "tscaffold4199_29349_42130__5930" "scaffold111047_18861_22501__2573" "0.01104736328125" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280518" "tscaffold4199_29349_42130__5930" "scaffold558727_93195_97037__3165" "9.5367431640625e-07" "comp6329_c0_seq1" "comp4147_c0_seq1"
"2280522" "tscaffold4199_29349_42130__5930" "C32549516_106128_111892__2220" "0.0501953125" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280524" "tscaffold4199_29349_42130__5930" "scaffold418329_120140_125281__98" "0.0122531797827744" "comp19776_c1_seq1" "comp4147_c0_seq1"
"2280536" "tscaffold4199_29349_42130__5930" "scaffold502543_20314_28188__1968" "0.01104736328125" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280554" "tscaffold4199_29349_42130__5930" "C31343970_1_2364__1126" "0.255208333333333" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280557" "tscaffold4199_29349_42130__5930" "tscaffold2836_177212_179835__1572" "0.0345879916487069" "comp26296_c0_seq1" "comp4147_c0_seq1"
"2280558" "tscaffold4199_29349_42130__5930" "scaffold502543_20314_28188__2420" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280562" "tscaffold4199_29349_42130__5930" "tscaffold3771_56233_61227__1080" "9.5367431640625e-07" "comp7067_c0_seq1" "comp4147_c0_seq1"
"2280563" "tscaffold4199_29349_42130__5930" "C32549516_106128_111892__2346" "0.0122531797827744" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280564" "tscaffold4199_29349_42130__5930" "scaffold502543_20314_28188__2075" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280567" "tscaffold4199_29349_42130__5930" "scaffold502543_20314_28188__2262" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280597" "tscaffold4199_29349_42130__5930" "scaffold502543_20314_28188__5362" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280599" "tscaffold4199_29349_42130__5930" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp4147_c0_seq1"
"2280625" "tscaffold4199_29349_42130__5930" "C31343970_1_2364__634" "0.261008522727273" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280642" "tscaffold4199_29349_42130__5930" "scaffold332534.3_30688_34679__430" "9.5367431640625e-07" "comp64053_c0_seq1" "comp4147_c0_seq1"
"2280645" "tscaffold4199_29349_42130__5930" "scaffold595989_45330_60903__10364" "0.0118228687959559" "comp12654_c0_seq1" "comp4147_c0_seq1"
"2280652" "tscaffold4199_29349_42130__5930" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp4147_c0_seq1"
"2280654" "tscaffold4199_29349_42130__5930" "tscaffold3771_56233_61227__1043" "9.5367431640625e-07" "comp7067_c0_seq1" "comp4147_c0_seq1"
"2280655" "tscaffold4199_29349_42130__5930" "scaffold332534.3_34891_41178__1900" "9.5367431640625e-07" "comp25728_c1_seq1" "comp4147_c0_seq1"
"2280659" "tscaffold4199_29349_42130__5930" "scaffold111047_18861_22501__2706" "0.0121062864740211" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280666" "tscaffold4199_29349_42130__5930" "tscaffold3771_245964_253535__3091" "0.0260834136566558" "comp7067_c0_seq1" "comp4147_c0_seq1"
"2280674" "tscaffold4199_29349_42130__5930" "scaffold439972_44757_54082__6536" "9.5367431640625e-07" "comp4835_c0_seq1" "comp4147_c0_seq1"
"2280680" "tscaffold4199_29349_42130__5930" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280681" "tscaffold4199_29349_42130__5930" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280686" "tscaffold4199_29349_42130__5930" "scaffold332534.3_21273_29861__6853" "0.0115524818157328" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280709" "tscaffold4199_29349_42130__5930" "tscaffold1192_33770_41887__2706" "9.5367431640625e-07" "comp33268_c0_seq1" "comp4147_c0_seq1"
"2280710" "tscaffold4199_29349_42130__5930" "scaffold59877.1_11539_16916__1616" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280713" "tscaffold4199_29349_42130__5930" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280741" "tscaffold4199_29349_42130__5930" "C32549516_106128_111892__4388" "0.01104736328125" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280742" "tscaffold4199_29349_42130__5930" "scaffold59877.1_11539_16916__3867" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280743" "tscaffold4199_29349_42130__5930" "scaffold332534.3_30688_34679__1507" "9.5367431640625e-07" "comp64053_c0_seq1" "comp4147_c0_seq1"
"2280745" "tscaffold4199_29349_42130__5930" "scaffold33366_171824_176354__1842" "9.5367431640625e-07" "comp93351_c0_seq1" "comp4147_c0_seq1"
"2280751" "tscaffold4199_29349_42130__5930" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280754" "tscaffold4199_29349_42130__5930" "scaffold59877.1_11539_16916__2480" "0.252403846153846" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280761" "tscaffold4199_29349_42130__5930" "scaffold439972_44757_54082__6003" "9.5367431640625e-07" "comp4835_c0_seq1" "comp4147_c0_seq1"
"2280765" "tscaffold4199_29349_42130__5930" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280771" "tscaffold4199_29349_42130__5930" "scaffold502543_20314_28188__5787" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280784" "tscaffold4199_29349_42130__5930" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280785" "tscaffold4199_29349_42130__5930" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280792" "tscaffold4199_29349_42130__5930" "scaffold897334.2_1_5473__5059" "9.5367431640625e-07" "comp51036_c0_seq1" "comp4147_c0_seq1"
"2280813" "tscaffold4199_29349_42130__5930" "scaffold502543_20314_28188__2665" "0.0233665288880814" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280818" "tscaffold4199_29349_42130__5930" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp4147_c0_seq1"
"2280826" "tscaffold4199_29349_42130__5930" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280838" "tscaffold4199_29349_42130__5930" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280840" "tscaffold4199_29349_42130__5930" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280849" "tscaffold4199_29349_42130__6506" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280851" "tscaffold4199_29349_42130__6506" "C32549516_106128_111892__2346" "0.0118228687959559" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280852" "tscaffold4199_29349_42130__6506" "scaffold111047_18861_22501__2573" "0.0106967357878989" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280855" "tscaffold4199_29349_42130__6506" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp4147_c0_seq1"
"2280858" "tscaffold4199_29349_42130__6506" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280863" "tscaffold4199_29349_42130__6506" "C31343970_1_2364__634" "0.25" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280864" "tscaffold4199_29349_42130__6506" "tscaffold1192_33770_41887__2706" "9.5367431640625e-07" "comp33268_c0_seq1" "comp4147_c0_seq1"
"2280874" "tscaffold4199_29349_42130__6506" "scaffold502543_20314_28188__1968" "0.0105847810444079" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280892" "tscaffold4199_29349_42130__6506" "scaffold59877.1_11539_16916__3615" "9.5367431640625e-07" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280896" "tscaffold4199_29349_42130__6506" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280902" "tscaffold4199_29349_42130__6506" "scaffold418329_120140_125281__98" "0.0116861032885174" "comp19776_c1_seq1" "comp4147_c0_seq1"
"2280904" "tscaffold4199_29349_42130__6506" "C32549516_106128_111892__4388" "0.0105847810444079" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280911" "tscaffold4199_29349_42130__6506" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280916" "tscaffold4199_29349_42130__6506" "scaffold332534.3_21273_29861__8457" "0.0112942470593399" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280918" "tscaffold4199_29349_42130__6506" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280926" "tscaffold4199_29349_42130__6506" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp4147_c0_seq1"
"2280927" "tscaffold4199_29349_42130__6506" "scaffold59877.1_11539_16916__2480" "0.242351973684211" "comp9553_c0_seq1" "comp4147_c0_seq1"
"2280935" "tscaffold4199_29349_42130__6506" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp4147_c0_seq1"
"2280937" "tscaffold4199_29349_42130__6506" "scaffold332534.3_21273_29861__6853" "0.01104736328125" "comp15427_c1_seq1" "comp4147_c0_seq1"
"2280946" "tscaffold4199_29349_42130__6506" "scaffold33366_171824_176354__1842" "9.5367431640625e-07" "comp93351_c0_seq1" "comp4147_c0_seq1"
"2280947" "tscaffold4199_29349_42130__6506" "tscaffold3771_56233_61227__1043" "9.5367431640625e-07" "comp7067_c0_seq1" "comp4147_c0_seq1"
"2280951" "tscaffold4199_29349_42130__6506" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280954" "tscaffold4199_29349_42130__6506" "C32549516_106128_111892__2220" "0.0477178664434524" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2280967" "tscaffold4199_29349_42130__6506" "tscaffold2836_177212_179835__1572" "0.033073006095467" "comp26296_c0_seq1" "comp4147_c0_seq1"
"2280969" "tscaffold4199_29349_42130__6506" "scaffold502543_20314_28188__2420" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280975" "tscaffold4199_29349_42130__6506" "scaffold111047_18861_22501__1676" "0.0230993512033046" "comp6762_c0_seq1" "comp4147_c0_seq1"
"2280984" "tscaffold4199_29349_42130__6506" "scaffold502543_20314_28188__5362" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280986" "tscaffold4199_29349_42130__6506" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp4147_c0_seq1"
"2280994" "tscaffold4199_29349_42130__6506" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp4147_c0_seq1"
"2281010" "tscaffold4199_29349_42130__6506" "scaffold332534.3_30688_34679__1507" "9.5367431640625e-07" "comp64053_c0_seq1" "comp4147_c0_seq1"
"2281012" "tscaffold4199_29349_42130__6506" "scaffold33366_171824_176354__1335" "9.5367431640625e-07" "comp93351_c0_seq1" "comp4147_c0_seq1"
