pine	spruce
comp59830_c0_seq1	comp3593_c0_seq1
comp59834_c0_seq1	comp14334_c24_seq1
comp12092_c1_seq1	comp12772_c0_seq1
comp5984_c0_seq1	comp5165_c0_seq1
comp5986_c0_seq1	comp10099_c0_seq1
comp59883_c0_seq1	comp55751_c0_seq1
comp5988_c2_seq1	comp5965_c0_seq1
comp5989_c0_seq1	comp4685_c0_seq1
comp12093_c0_seq1	comp20764_c0_seq1
comp5990_c0_seq1	comp7509_c0_seq1
comp5992_c0_seq1	comp6163_c0_seq1
comp5993_c0_seq1	comp2911_c0_seq1
comp12094_c0_seq1	comp12408_c0_seq1
comp59941_c0_seq1	comp55947_c0_seq1
comp5994_c0_seq1	comp833_c1_seq1
comp5995_c0_seq1	comp5692_c0_seq1
comp5997_c0_seq1	comp4181_c0_seq1
comp5999_c0_seq1	comp8489_c0_seq1
comp599_c0_seq1	comp684_c0_seq1
comp59_c0_seq1	comp74_c0_seq1
comp6001_c0_seq1	comp6041_c0_seq1
comp6002_c0_seq1	comp3144_c0_seq1
comp60035_c0_seq1	comp65372_c0_seq1
comp6003_c0_seq1	comp6003_c0_seq1
comp60047_c0_seq1	comp4304_c14_seq1
comp6004_c0_seq1	comp6718_c0_seq1
comp60061_c1_seq1	comp56148_c0_seq1
comp6006_c0_seq1	comp6783_c0_seq1
comp6007_c0_seq1	comp31495_c0_seq1
comp6008_c0_seq1	comp6666_c0_seq1
comp12097_c1_seq1	comp24638_c1_seq1
comp6009_c0_seq1	comp11000_c0_seq1
comp600_c0_seq1	comp615_c0_seq1
comp6011_c0_seq1	comp4773_c0_seq1
comp12098_c0_seq1	comp5123_c2_seq1
comp6012_c0_seq1	comp7426_c0_seq1
comp60137_c0_seq1	comp44643_c0_seq1
comp6014_c1_seq1	comp6889_c0_seq1
comp6015_c0_seq1	comp5951_c0_seq1
comp60180_c0_seq1	comp39772_c0_seq1
comp60196_c0_seq1	comp283_c0_seq1
comp6019_c0_seq1	comp7428_c0_seq1
comp12099_c0_seq1	comp10847_c0_seq1
comp60200_c0_seq1	comp58693_c0_seq1
comp6021_c0_seq1	comp8881_c0_seq1
comp6023_c0_seq1	comp7055_c0_seq1
comp60244_c0_seq1	comp94902_c0_seq1
comp6024_c0_seq1	comp6429_c0_seq1
comp1209_c0_seq1	comp2192_c0_seq1
comp6025_c0_seq1	comp7862_c0_seq1
comp6025_c1_seq1	comp7637_c0_seq1
comp60260_c0_seq1	comp31096_c2_seq1
comp6026_c0_seq1	comp6513_c0_seq1
comp120_c1_seq1	comp26692_c0_seq1
comp6028_c0_seq1	comp4148_c0_seq1
comp6030_c0_seq1	comp4742_c0_seq1
comp6032_c0_seq1	comp6808_c0_seq1
comp6035_c0_seq1	comp5007_c0_seq1
comp60366_c0_seq1	comp25961_c1_seq1
comp6036_c0_seq1	comp7485_c0_seq1
comp6037_c0_seq1	comp1984_c1_seq1
comp6038_c0_seq1	comp5783_c0_seq1
comp6039_c0_seq1	comp6023_c0_seq1
comp603_c0_seq1	comp844_c0_seq1
comp12103_c0_seq1	comp11879_c0_seq1
comp6041_c0_seq1	comp9317_c0_seq1
comp6042_c0_seq1	comp11475_c0_seq1
comp60437_c0_seq1	comp112637_c0_seq1
comp6043_c1_seq1	comp1504_c7_seq1
comp10202_c0_seq1	comp11326_c0_seq1
comp6045_c0_seq1	comp6285_c0_seq1
comp6046_c0_seq1	comp3360_c0_seq1
comp60484_c0_seq1	comp83075_c0_seq1
comp60494_c0_seq1	comp24479_c1_seq1
comp6049_c0_seq1	comp7142_c0_seq1
comp604_c0_seq1	comp925_c0_seq1
comp12105_c0_seq1	comp17945_c0_seq1
comp60503_c0_seq1	comp2913_c9_seq1
comp6050_c0_seq1	comp5386_c0_seq1
comp60546_c0_seq1	comp76090_c0_seq1
comp6057_c0_seq1	comp10127_c0_seq1
comp12107_c0_seq1	comp21791_c0_seq1
comp6058_c0_seq1	comp7390_c0_seq1
comp6059_c0_seq1	comp8279_c0_seq1
comp605_c0_seq1	comp2986_c0_seq1
comp605_c1_seq1	comp19812_c1_seq1
comp12108_c0_seq1	comp9503_c0_seq1
comp6062_c2_seq1	comp1937_c3_seq1
comp6063_c1_seq1	comp7157_c0_seq1
comp60645_c0_seq1	comp57687_c0_seq1
comp60668_c0_seq1	comp86477_c0_seq1
comp6066_c0_seq1	comp3623_c0_seq1
comp606_c0_seq1	comp710_c0_seq1
comp6070_c0_seq1	comp4927_c0_seq1
comp60710_c0_seq1	comp92440_c0_seq1
comp6072_c0_seq1	comp589_c3_seq1
comp6073_c0_seq1	comp2568_c0_seq1
comp6074_c0_seq1	comp5781_c0_seq1
comp6076_c0_seq1	comp4403_c0_seq1
comp6078_c0_seq1	comp7884_c0_seq1
comp6079_c0_seq1	comp4478_c0_seq1
comp12112_c0_seq1	comp7141_c0_seq1
comp6081_c0_seq1	comp6785_c0_seq1
comp6082_c0_seq1	comp5980_c0_seq1
comp6085_c0_seq1	comp6561_c0_seq1
comp12113_c0_seq1	comp8851_c0_seq1
comp6086_c1_seq1	comp5319_c0_seq1
comp6087_c0_seq1	comp7470_c0_seq1
comp6088_c0_seq1	comp4368_c0_seq1
comp6089_c0_seq1	comp5894_c0_seq1
comp608_c0_seq1	comp1211_c0_seq1
comp6090_c0_seq1	comp7127_c0_seq1
comp60937_c0_seq1	comp74801_c0_seq1
comp60947_c0_seq1	comp50870_c0_seq1
comp12115_c0_seq1	comp13676_c0_seq1
comp6095_c0_seq1	comp10646_c0_seq1
comp6096_c1_seq1	comp9215_c0_seq1
comp6097_c0_seq1	comp6831_c0_seq1
comp6098_c0_seq1	comp4731_c1_seq1
comp6098_c1_seq1	comp25840_c0_seq1
comp609_c0_seq1	comp827_c0_seq1
comp60_c0_seq1	comp57_c0_seq1
comp61029_c0_seq1	comp67675_c0_seq1
comp61032_c0_seq1	comp7494_c1_seq1
comp6103_c1_seq1	comp730_c0_seq1
comp6104_c0_seq1	comp5097_c0_seq1
comp61055_c0_seq1	comp103456_c0_seq1
comp6105_c0_seq1	comp2235_c0_seq1
comp61093_c0_seq1	comp53569_c0_seq1
comp610_c0_seq1	comp699_c0_seq1
comp12118_c0_seq1	comp15152_c0_seq1
comp61108_c0_seq1	comp121988_c0_seq1
comp6110_c0_seq1	comp8939_c0_seq1
comp61110_c0_seq1	comp26634_c1_seq1
comp61136_c0_seq1	comp108212_c0_seq1
comp6113_c0_seq1	comp8921_c0_seq1
comp1211_c0_seq1	comp5022_c1_seq1
comp6115_c7_seq1	comp13250_c0_seq1
comp6117_c0_seq1	comp5834_c0_seq1
comp12120_c1_seq1	comp22088_c0_seq1
comp6118_c0_seq1	comp6867_c0_seq1
comp611_c0_seq1	comp1408_c0_seq1
comp6120_c1_seq1	comp4213_c1_seq1
comp61241_c0_seq1	comp51485_c0_seq1
comp61250_c0_seq1	comp34186_c0_seq1
comp61259_c0_seq1	comp48226_c0_seq1
comp6126_c0_seq1	comp7936_c0_seq1
comp6128_c0_seq1	comp9749_c0_seq1
comp6129_c0_seq1	comp9120_c0_seq1
comp612_c0_seq1	comp583_c0_seq1
comp61309_c0_seq1	comp71397_c0_seq1
comp6131_c0_seq1	comp14924_c0_seq1
comp12122_c0_seq1	comp13365_c1_seq1
comp6131_c2_seq1	comp14924_c3_seq1
comp6131_c3_seq1	comp9246_c0_seq1
comp6131_c4_seq1	comp14924_c1_seq1
comp6133_c0_seq1	comp5285_c0_seq1
comp61340_c0_seq1	comp68126_c0_seq1
comp61346_c0_seq1	comp8203_c0_seq1
comp12123_c0_seq1	comp15166_c0_seq1
comp6135_c0_seq1	comp6160_c1_seq1
comp6136_c0_seq1	comp10110_c0_seq1
comp6137_c0_seq1	comp869_c1_seq1
comp6139_c0_seq1	comp2630_c0_seq1
comp613_c0_seq1	comp1357_c2_seq1
comp6140_c0_seq1	comp3748_c0_seq1
comp61416_c0_seq1	comp32220_c0_seq1
comp6141_c0_seq1	comp10782_c0_seq1
comp6142_c0_seq1	comp6984_c0_seq1
comp12125_c0_seq1	comp19569_c0_seq1
comp6144_c0_seq1	comp16418_c0_seq1
comp61454_c0_seq1	comp28176_c0_seq1
comp6147_c0_seq1	comp3565_c1_seq1
comp6148_c0_seq1	comp2834_c0_seq1
comp12126_c0_seq1	comp10907_c0_seq1
comp6151_c0_seq1	comp5154_c0_seq1
comp6154_c0_seq1	comp4201_c0_seq1
comp61552_c0_seq1	comp38421_c0_seq1
comp6155_c0_seq1	comp9700_c0_seq1
comp6156_c0_seq1	comp7194_c0_seq1
comp6157_c0_seq1	comp5522_c0_seq1
comp61587_c0_seq1	comp60898_c0_seq1
comp615_c0_seq1	comp507_c0_seq1
comp6160_c0_seq1	comp9208_c0_seq1
comp12128_c0_seq1	comp13359_c0_seq1
comp6162_c1_seq1	comp40145_c0_seq1
comp6164_c0_seq1	comp5432_c0_seq1
comp61650_c0_seq1	comp66978_c0_seq1
comp61670_c0_seq1	comp40439_c0_seq1
comp6167_c0_seq1	comp6150_c0_seq1
comp61684_c0_seq1	comp13287_c18_seq1
comp6168_c0_seq1	comp11349_c0_seq1
comp61696_c0_seq1	comp45790_c0_seq1
comp1212_c0_seq1	comp1190_c0_seq1
comp6169_c0_seq1	comp7386_c0_seq1
comp616_c0_seq1	comp517_c0_seq1
comp6171_c0_seq1	comp13022_c0_seq1
comp61721_c0_seq1	comp442_c0_seq1
comp6174_c0_seq1	comp9894_c0_seq1
comp10203_c0_seq1	comp12037_c0_seq1
comp12131_c0_seq1	comp13145_c0_seq1
comp6175_c0_seq1	comp6378_c0_seq1
comp6176_c0_seq1	comp2928_c0_seq1
comp6177_c0_seq1	comp5305_c0_seq1
comp61793_c0_seq1	comp11686_c1_seq1
comp6179_c0_seq1	comp5147_c0_seq1
comp617_c0_seq1	comp81_c2_seq1
comp6180_c0_seq1	comp9211_c0_seq1
comp61814_c0_seq1	comp39116_c0_seq1
comp6181_c0_seq1	comp2617_c0_seq1
comp12133_c0_seq1	comp2334_c0_seq1
comp6184_c0_seq1	comp7249_c0_seq1
comp6185_c0_seq1	comp8980_c0_seq1
comp6186_c0_seq1	comp5521_c0_seq1
comp12134_c0_seq1	comp6358_c0_seq1
comp6187_c0_seq1	comp13768_c0_seq1
comp6188_c0_seq1	comp13016_c0_seq1
comp6191_c0_seq1	comp12841_c0_seq1
comp6192_c0_seq1	comp6292_c0_seq1
comp6193_c0_seq1	comp7118_c0_seq1
comp6194_c0_seq1	comp5449_c0_seq1
comp6195_c0_seq1	comp8543_c0_seq1
comp61963_c0_seq1	comp47195_c0_seq1
comp6198_c0_seq1	comp9943_c1_seq1
comp6199_c0_seq1	comp7911_c0_seq1
comp12136_c0_seq1	comp17689_c0_seq1
comp61_c0_seq1	comp125_c0_seq1
comp62014_c0_seq1	comp129319_c0_seq1
comp6201_c0_seq1	comp4142_c0_seq1
comp12137_c0_seq1	comp12781_c0_seq1
comp6202_c0_seq1	comp7422_c0_seq1
comp6203_c0_seq1	comp2674_c0_seq1
comp6207_c0_seq1	comp6432_c0_seq1
comp12138_c0_seq1	comp10382_c0_seq1
comp6209_c0_seq1	comp5791_c0_seq1
comp620_c0_seq1	comp1903_c0_seq1
comp6210_c0_seq1	comp7634_c0_seq1
comp6211_c1_seq1	comp4163_c0_seq1
comp6212_c0_seq1	comp3664_c0_seq1
comp6213_c0_seq1	comp7183_c0_seq1
comp62150_c0_seq1	comp47909_c0_seq1
comp6215_c0_seq1	comp11060_c0_seq1
comp6216_c0_seq1	comp3724_c0_seq1
comp1213_c0_seq1	comp69788_c0_seq1
comp62186_c0_seq1	comp20446_c0_seq1
comp6219_c0_seq1	comp9269_c0_seq1
comp621_c0_seq1	comp591_c0_seq1
comp12140_c0_seq1	comp17292_c0_seq1
comp6221_c0_seq1	comp4724_c0_seq1
comp6224_c0_seq1	comp2073_c0_seq1
comp6225_c0_seq1	comp4243_c0_seq1
comp62270_c0_seq1	comp20653_c0_seq1
comp6228_c0_seq1	comp6379_c0_seq1
comp622_c0_seq1	comp1244_c1_seq1
comp6230_c0_seq1	comp3987_c0_seq1
comp62335_c0_seq1	comp76873_c0_seq1
comp6233_c0_seq1	comp1824_c0_seq1
comp6234_c0_seq1	comp7609_c0_seq1
comp6237_c1_seq1	comp13760_c0_seq1
comp62386_c0_seq1	comp790_c2_seq1
comp6240_c0_seq1	comp5503_c0_seq1
comp12144_c0_seq1	comp8706_c0_seq1
comp6241_c0_seq1	comp7165_c0_seq1
comp6245_c0_seq1	comp5024_c0_seq1
comp12145_c0_seq1	comp7697_c0_seq1
comp62468_c0_seq1	comp61211_c0_seq1
comp6246_c0_seq1	comp17622_c1_seq1
comp6247_c0_seq1	comp1901_c0_seq1
comp62498_c0_seq1	comp48502_c0_seq1
comp624_c0_seq1	comp410_c0_seq1
comp6250_c0_seq1	comp5034_c0_seq1
comp6252_c0_seq1	comp9679_c0_seq1
comp62540_c0_seq1	comp6428_c0_seq1
comp6254_c0_seq1	comp7382_c0_seq1
comp12146_c0_seq1	comp11701_c0_seq1
comp62564_c0_seq1	comp113177_c0_seq1
comp62578_c0_seq1	comp157454_c0_seq1
comp6260_c0_seq1	comp7289_c0_seq1
comp6262_c0_seq1	comp6878_c0_seq1
comp10204_c0_seq1	comp9032_c0_seq1
comp6263_c0_seq1	comp1243_c0_seq1
comp6264_c0_seq1	comp9692_c0_seq1
comp6265_c0_seq1	comp6063_c0_seq1
comp6267_c0_seq1	comp9620_c0_seq1
comp12149_c0_seq1	comp5995_c0_seq1
comp6268_c0_seq1	comp2650_c0_seq1
comp6269_c0_seq1	comp8432_c0_seq1
comp6270_c0_seq1	comp8376_c0_seq1
comp62714_c0_seq1	comp378_c1_seq1
comp6271_c0_seq1	comp3784_c0_seq1
comp1214_c2_seq1	comp12878_c0_seq1
comp6273_c0_seq1	comp9885_c0_seq1
comp62747_c0_seq1	comp47678_c0_seq1
comp6274_c0_seq1	comp4447_c0_seq1
comp6275_c0_seq1	comp4917_c0_seq1
comp12151_c0_seq1	comp14577_c0_seq1
comp6278_c0_seq1	comp11281_c0_seq1
comp627_c0_seq1	comp718_c0_seq1
comp627_c1_seq1	comp12590_c0_seq1
comp627_c3_seq1	comp23974_c0_seq1
comp6280_c0_seq1	comp5530_c0_seq1
comp12152_c0_seq1	comp17152_c0_seq1
comp6282_c0_seq1	comp3902_c0_seq1
comp6283_c0_seq1	comp8088_c1_seq1
comp6283_c1_seq1	comp26517_c0_seq1
comp6283_c2_seq1	comp6517_c0_seq1
comp12153_c0_seq1	comp8564_c0_seq1
comp6285_c0_seq1	comp3957_c0_seq1
comp6286_c0_seq1	comp5643_c0_seq1
comp62872_c0_seq1	comp46306_c0_seq1
comp12154_c0_seq1	comp10801_c0_seq1
comp628_c0_seq1	comp1448_c0_seq1
comp6291_c1_seq1	comp5966_c0_seq1
comp62923_c0_seq1	comp62107_c0_seq1
comp6292_c0_seq1	comp6209_c0_seq1
comp6294_c0_seq1	comp28375_c0_seq1
comp6296_c0_seq1	comp6232_c1_seq1
comp6299_c0_seq1	comp5921_c0_seq1
comp629_c0_seq1	comp764_c0_seq1
comp62_c0_seq1	comp18_c0_seq1
comp63002_c0_seq1	comp59819_c0_seq1
comp6300_c0_seq1	comp11888_c0_seq1
comp121562_c0_seq1	comp10227_c0_seq1
comp6304_c0_seq1	comp7446_c0_seq1
comp6305_c0_seq1	comp5992_c0_seq1
comp63062_c0_seq1	comp62163_c0_seq1
comp10205_c0_seq1	comp12051_c0_seq1
comp63065_c0_seq1	comp45042_c0_seq1
comp6308_c0_seq1	comp6714_c2_seq1
comp6313_c0_seq1	comp5443_c0_seq1
comp12158_c0_seq1	comp15400_c0_seq1
comp63142_c0_seq1	comp40681_c0_seq1
comp63149_c0_seq1	comp18196_c0_seq1
comp63154_c0_seq1	comp8757_c0_seq1
comp6315_c0_seq1	comp13735_c0_seq1
comp6316_c0_seq1	comp8468_c0_seq1
comp63179_c0_seq1	comp55876_c0_seq1
comp6319_c0_seq1	comp3158_c0_seq1
comp6320_c0_seq1	comp5005_c0_seq1
comp63219_c0_seq1	comp82421_c0_seq1
comp6321_c0_seq1	comp6167_c0_seq1
comp6322_c0_seq1	comp8055_c0_seq1
comp63234_c0_seq1	comp27531_c0_seq1
comp6323_c0_seq1	comp6173_c0_seq1
comp6326_c0_seq1	comp8382_c1_seq1
comp6327_c0_seq1	comp12317_c0_seq1
comp12161_c0_seq1	comp10425_c0_seq1
comp6329_c0_seq1	comp6530_c0_seq1
comp6331_c0_seq1	comp4646_c0_seq1
comp6332_c0_seq1	comp25262_c0_seq1
comp12162_c0_seq1	comp4138_c0_seq1
comp6333_c0_seq1	comp7605_c0_seq1
comp6334_c0_seq1	comp2394_c0_seq1
comp63353_c0_seq1	comp81522_c0_seq1
comp12163_c0_seq1	comp15077_c0_seq1
comp63372_c0_seq1	comp66779_c0_seq1
comp63374_c0_seq1	comp23067_c0_seq1
comp6337_c0_seq1	comp5664_c0_seq1
comp63380_c0_seq1	comp81582_c0_seq1
comp6339_c0_seq1	comp7285_c0_seq1
comp63418_c0_seq1	comp23924_c0_seq1
comp6341_c0_seq1	comp2330_c0_seq1
comp6342_c0_seq1	comp5282_c1_seq1
comp6343_c0_seq1	comp12721_c1_seq1
comp63446_c0_seq1	comp44037_c0_seq1
comp63449_c0_seq1	comp70383_c0_seq1
comp6344_c0_seq1	comp10706_c0_seq1
comp63450_c0_seq1	comp62152_c0_seq1
comp12166_c0_seq1	comp15958_c0_seq1
comp6347_c2_seq1	comp5045_c0_seq1
comp6348_c0_seq1	comp7611_c0_seq1
comp12168_c0_seq1	comp12662_c0_seq1
comp634_c0_seq1	comp4995_c0_seq1
comp6350_c0_seq1	comp5866_c0_seq1
comp6351_c0_seq1	comp10697_c0_seq1
comp6352_c0_seq1	comp9027_c0_seq1
comp6355_c0_seq1	comp3478_c0_seq1
comp63562_c0_seq1	comp81296_c0_seq1
comp6358_c0_seq1	comp11535_c0_seq1
comp635_c0_seq1	comp328_c0_seq1
comp63603_c0_seq1	comp100130_c0_seq1
comp6361_c0_seq1	comp9343_c0_seq1
comp1216_c0_seq1	comp1119_c0_seq1
comp6362_c2_seq1	comp4021_c0_seq1
comp63651_c0_seq1	comp44290_c0_seq1
comp63658_c0_seq1	comp85318_c0_seq1
comp6367_c0_seq1	comp8002_c0_seq1
comp636_c0_seq1	comp745_c0_seq1
comp6371_c0_seq1	comp8726_c0_seq1
comp63756_c0_seq1	comp55531_c0_seq1
comp63772_c1_seq1	comp17459_c0_seq1
comp6377_c0_seq1	comp6753_c0_seq1
comp63783_c0_seq1	comp58594_c0_seq1
comp12173_c0_seq1	comp7623_c0_seq1
comp637_c0_seq1	comp1_c0_seq1
comp63800_c0_seq1	comp99427_c0_seq1
comp6380_c0_seq1	comp9902_c0_seq1
comp63812_c0_seq1	comp31266_c0_seq1
comp6381_c0_seq1	comp13121_c0_seq1
comp10207_c0_seq1	comp8690_c0_seq1
comp12174_c0_seq1	comp16619_c0_seq1
comp6382_c0_seq1	comp5076_c0_seq1
comp6383_c0_seq1	comp6088_c0_seq1
comp63844_c0_seq1	comp52813_c0_seq1
comp6384_c1_seq1	comp5558_c0_seq1
comp6385_c0_seq1	comp10546_c0_seq1
comp6387_c0_seq1	comp4391_c3_seq1
comp6390_c0_seq1	comp209_c24_seq1
comp63915_c0_seq1	comp53837_c1_seq1
comp12178_c0_seq1	comp16960_c0_seq1
comp63930_c0_seq1	comp15697_c0_seq1
comp6394_c0_seq1	comp18514_c0_seq1
comp63950_c0_seq1	comp86736_c0_seq1
comp6395_c0_seq1	comp2349_c0_seq1
comp6397_c0_seq1	comp4606_c0_seq1
comp63992_c0_seq1	comp61459_c0_seq1
comp6399_c0_seq1	comp15049_c0_seq1
comp639_c0_seq1	comp723_c0_seq1
comp1217_c0_seq1	comp732_c1_seq1
comp64066_c0_seq1	comp52872_c1_seq1
comp6406_c0_seq1	comp4345_c0_seq1
comp6408_c0_seq1	comp5943_c0_seq1
comp6409_c0_seq1	comp340_c0_seq1
comp640_c0_seq1	comp1178_c0_seq1
comp12182_c0_seq1	comp15605_c0_seq1
comp6410_c0_seq1	comp3621_c0_seq1
comp6411_c0_seq1	comp5053_c0_seq1
comp6416_c0_seq1	comp7949_c0_seq1
comp6417_c0_seq1	comp7131_c0_seq1
comp641_c1_seq1	comp223_c0_seq1
comp6424_c0_seq1	comp4823_c0_seq1
comp6425_c0_seq1	comp10160_c0_seq1
comp6428_c0_seq1	comp6261_c0_seq1
comp6429_c0_seq1	comp3730_c0_seq1
comp6431_c1_seq1	comp10153_c0_seq1
comp6432_c0_seq1	comp6143_c0_seq1
comp6436_c0_seq1	comp5976_c0_seq1
comp6437_c0_seq1	comp6629_c0_seq1
comp64391_c0_seq1	comp23307_c0_seq1
comp643_c0_seq1	comp765_c0_seq1
comp64420_c0_seq1	comp34486_c0_seq1
comp6442_c0_seq1	comp4232_c0_seq1
comp12188_c0_seq1	comp11599_c1_seq1
comp6443_c0_seq1	comp7393_c0_seq1
comp6444_c0_seq1	comp9248_c0_seq1
comp6447_c0_seq1	comp11274_c0_seq1
comp6448_c1_seq1	comp5909_c0_seq1
comp1218_c0_seq1	comp1280_c1_seq1
comp6450_c0_seq1	comp5295_c0_seq1
comp6451_c0_seq1	comp6467_c0_seq1
comp12190_c0_seq1	comp5591_c0_seq1
comp6453_c0_seq1	comp3253_c0_seq1
comp64546_c0_seq1	comp62003_c0_seq1
comp6454_c0_seq1	comp12438_c0_seq1
comp6456_c0_seq1	comp7199_c0_seq1
comp6457_c0_seq1	comp8248_c0_seq1
comp6458_c0_seq1	comp12043_c0_seq1
comp645_c0_seq1	comp1630_c0_seq1
comp6460_c0_seq1	comp4265_c0_seq1
comp6461_c0_seq1	comp6353_c1_seq1
comp6463_c0_seq1	comp6211_c0_seq1
comp6464_c0_seq1	comp6569_c0_seq1
comp6465_c0_seq1	comp4111_c0_seq1
comp12192_c0_seq1	comp16682_c0_seq1
comp6466_c0_seq1	comp4619_c0_seq1
comp6467_c0_seq1	comp10760_c0_seq1
comp64685_c0_seq1	comp60660_c0_seq1
comp64695_c0_seq1	comp44358_c0_seq1
comp12193_c0_seq1	comp12549_c0_seq1
comp6469_c0_seq1	comp5062_c0_seq1
comp646_c0_seq1	comp1281_c0_seq1
comp6471_c0_seq1	comp9058_c0_seq1
comp64728_c0_seq1	comp13989_c1_seq1
comp64757_c0_seq1	comp55446_c0_seq1
comp6476_c0_seq1	comp2528_c0_seq1
comp6477_c0_seq1	comp9394_c0_seq1
comp6477_c1_seq1	comp6960_c0_seq1
comp64783_c0_seq1	comp35359_c0_seq1
comp6478_c0_seq1	comp5877_c0_seq1
comp647_c0_seq1	comp461_c0_seq1
comp12195_c1_seq1	comp51130_c0_seq1
comp6483_c1_seq1	comp4663_c1_seq1
comp6484_c0_seq1	comp5019_c0_seq1
comp6485_c0_seq1	comp4063_c0_seq1
comp64866_c0_seq1	comp65049_c0_seq1
comp6487_c0_seq1	comp19158_c0_seq1
comp6488_c0_seq1	comp1226_c0_seq1
comp6489_c0_seq1	comp5491_c0_seq1
comp648_c0_seq1	comp1924_c4_seq1
comp6491_c0_seq1	comp14376_c0_seq1
comp64938_c0_seq1	comp102346_c0_seq1
comp12198_c0_seq1	comp6942_c0_seq1
comp6495_c0_seq1	comp5410_c0_seq1
comp64974_c0_seq1	comp47652_c0_seq1
comp6497_c0_seq1	comp8034_c0_seq1
comp6499_c0_seq1	comp9185_c0_seq1
comp64_c0_seq1	comp55_c0_seq1
comp6500_c0_seq1	comp6095_c1_seq1
comp65014_c0_seq1	comp48813_c0_seq1
comp6502_c0_seq1	comp7235_c0_seq1
comp65039_c0_seq1	comp84526_c0_seq1
comp1219_c0_seq1	comp2369_c0_seq1
comp6503_c0_seq1	comp9473_c0_seq1
comp6506_c0_seq1	comp3349_c0_seq1
comp121_c0_seq1	comp100_c0_seq1
comp6507_c0_seq1	comp10236_c0_seq1
comp6508_c0_seq1	comp7237_c0_seq1
comp650_c0_seq1	comp1834_c1_seq1
comp65105_c0_seq1	comp55338_c0_seq1
comp12200_c0_seq1	comp10726_c1_seq1
comp6510_c0_seq1	comp8026_c0_seq1
comp6511_c1_seq1	comp6345_c0_seq1
comp65123_c0_seq1	comp9107_c0_seq1
comp6512_c0_seq1	comp6294_c1_seq1
comp65140_c0_seq1	comp43452_c0_seq1
comp12201_c0_seq1	comp11460_c0_seq1
comp6514_c0_seq1	comp7130_c0_seq1
comp65154_c0_seq1	comp20672_c0_seq1
comp6518_c1_seq1	comp11590_c0_seq1
comp6519_c0_seq1	comp7681_c0_seq1
comp651_c0_seq1	comp941_c0_seq1
comp65228_c0_seq1	comp34724_c0_seq1
comp6523_c0_seq1	comp8752_c0_seq1
comp10209_c0_seq1	comp16864_c0_seq1
comp12203_c0_seq1	comp6928_c0_seq1
comp65243_c0_seq1	comp51380_c0_seq1
comp6525_c1_seq1	comp10343_c1_seq1
comp12204_c0_seq1	comp14903_c0_seq1
comp6526_c0_seq1	comp5508_c0_seq1
comp65274_c0_seq1	comp12107_c2_seq1
comp65279_c0_seq1	comp48197_c0_seq1
comp6527_c0_seq1	comp3807_c0_seq1
comp6528_c0_seq1	comp7661_c0_seq1
comp65309_c0_seq1	comp773_c55_seq1
comp6530_c0_seq1	comp4247_c0_seq1
comp6534_c0_seq1	comp7404_c0_seq1
comp12207_c0_seq1	comp9462_c0_seq1
comp6536_c0_seq1	comp13619_c12_seq1
comp6539_c0_seq1	comp18809_c0_seq1
comp653_c0_seq1	comp691_c0_seq1
comp6541_c0_seq1	comp11003_c0_seq1
comp6542_c0_seq1	comp9718_c0_seq1
comp65446_c0_seq1	comp1461_c1_seq1
comp6544_c0_seq1	comp4459_c0_seq1
comp65455_c0_seq1	comp73861_c0_seq1
comp6545_c0_seq1	comp12765_c0_seq1
comp65462_c0_seq1	comp128020_c0_seq1
comp12208_c1_seq1	comp5523_c0_seq1
comp654_c0_seq1	comp1464_c0_seq1
comp65504_c0_seq1	comp35772_c0_seq1
comp6550_c1_seq1	comp7346_c0_seq1
comp6551_c0_seq1	comp5247_c0_seq1
comp6552_c0_seq1	comp2231_c0_seq1
comp6552_c1_seq1	comp9743_c0_seq1
comp6554_c0_seq1	comp5070_c0_seq1
comp6555_c1_seq1	comp8318_c0_seq1
comp6556_c1_seq1	comp7071_c0_seq1
comp1220_c0_seq1	comp2348_c0_seq1
comp6557_c0_seq1	comp9576_c0_seq1
comp6558_c0_seq1	comp2648_c0_seq1
comp6559_c0_seq1	comp5681_c0_seq1
comp655_c0_seq1	comp476_c1_seq1
comp6560_c0_seq1	comp6212_c0_seq1
comp6561_c0_seq1	comp2428_c0_seq1
comp12210_c0_seq1	comp599_c1_seq1
comp6563_c0_seq1	comp6151_c0_seq1
comp6566_c0_seq1	comp18750_c0_seq1
comp6566_c2_seq1	comp8314_c0_seq1
comp1020_c0_seq1	comp933_c0_seq1
comp12211_c0_seq1	comp13004_c0_seq1
comp6567_c0_seq1	comp4132_c0_seq1
comp65689_c0_seq1	comp74107_c0_seq1
comp6568_c0_seq1	comp6623_c0_seq1
comp6569_c0_seq1	comp6537_c0_seq1
comp656_c0_seq1	comp1145_c1_seq1
comp65702_c0_seq1	comp93364_c0_seq1
comp6571_c0_seq1	comp6427_c0_seq1
comp6572_c0_seq1	comp7809_c0_seq1
comp6573_c0_seq1	comp8600_c1_seq1
comp65755_c0_seq1	comp43680_c0_seq1
comp6575_c1_seq1	comp3179_c0_seq1
comp6577_c0_seq1	comp9424_c0_seq1
comp6578_c0_seq1	comp4753_c0_seq1
comp6581_c0_seq1	comp8852_c0_seq1
comp12213_c0_seq1	comp12610_c0_seq1
comp6582_c0_seq1	comp7501_c0_seq1
comp6584_c0_seq1	comp9688_c0_seq1
